OrderID,Location,Item,Total Amount,Weekday Classification,Meal Time,Order Time,Food Preparation time,Driver Assign Time,Food Delivery Time,Standard Preparation time,Standard Driver Assign Time,Standard Delivery Time,Variance % Preparartion Time,Variance % Assign Time,Variance % Delivery Time,Preparation time,Assign Time,Delivery Time,Overall Remarks,Major Issuses,,
OD1262,Indiranagar,Chicken Biryani,700,Weekday,Night,Peak time,46,2,38,30,2,15,53.33%,0.00%,153.33%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0207,Jayanagar,Aloo Paratha,220,Weekend,Morning,Peak time,21,2,35,10,2,12,110.00%,0.00%,191.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0889,HSR Layout,Pizza,1350,Weekday,Evening,Non-Peak Time,21,2,34,26,2,20,-19.23%,0.00%,70.00%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD0890,Jayanagar,Pizza,450,Weekday,Evening,Peak time,40,2,43,26,2,12,53.85%,0.00%,258.33%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0051,Marathahalli,Puri Bhaji,300,Weekend,Morning,Peak time,56,2,19,15,2,10,273.33%,0.00%,90.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0547,Marathahalli,Chole Bhature,400,Weekend,Morning,Non-Peak Time,50,2,24,22,2,10,127.27%,0.00%,140.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0129,Jayanagar,Chicken Tikka,355,Weekend,Night,Peak time,25,2,33,10,2,12,150.00%,0.00%,175.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1878,Jayanagar,Fish Curry,190,Weekday,Noon,Non-Peak Time,21,2,15,15,2,12,40.00%,0.00%,25.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1345,Koramangala,Poha,150,Weekday,Morning,Non-Peak Time,61,1,15,15,2,10,306.67%,-50.00%,50.00%,Immediate Attention,Way Before Time,Delayed,Risk,Preparation time,,
OD0130,Whitefield,Burger,210,Weekend,Night,Peak time,25,2,37,16,2,15,56.25%,0.00%,146.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1139,Marathahalli,Tandoori Chicken,1080,Weekend,Night,Peak time,58,2,38,28,2,10,107.14%,0.00%,280.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1347,Marathahalli,Masala Dosa,600,Weekday,Morning,Non-Peak Time,20,2,27,12,2,10,66.67%,0.00%,170.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1073,MG Road,Samosa,100,Weekend,Morning,Non-Peak Time,20,2,27,10,2,20,100.00%,0.00%,35.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1813,BTM Layout,Samosa,100,Weekday,Night,Peak time,33,10,45,10,2,15,230.00%,400.00%,200.00%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD1940,Jayanagar,Noodles,750,Weekend,Evening,Non-Peak Time,57,2,11,10,2,12,470.00%,0.00%,-8.33%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD2006,Indiranagar,Aloo Paratha,110,Weekend,Morning,Non-Peak Time,42,2,15,10,2,15,320.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0275,HSR Layout,Idli,65,Weekday,Morning,Peak time,47,2,12,15,2,20,213.33%,0.00%,-40.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0948,HSR Layout,Pasta,500,Weekday,Night,Peak time,50,15,11,29,2,20,72.41%,650.00%,-45.00%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD0131,Whitefield,Noodles,250,Weekend,Evening,Peak time,34,2,38,10,2,15,240.00%,0.00%,153.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0276,Marathahalli,Sushi,350,Weekday,Evening,Peak time,36,12,12,26,2,10,38.46%,500.00%,20.00%,Slight Delay,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD0949,Koramangala,Butter Chicken,945,Weekday,Night,Non-Peak Time,48,2,12,15,2,10,220.00%,0.00%,20.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0401,Malleswaram,Sushi,350,Weekday,Evening,Non-Peak Time,54,2,14,26,2,10,107.69%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1548,Whitefield,Puri Bhaji,150,Weekend,Morning,Peak time,40,1,15,15,2,15,166.67%,-50.00%,0.00%,Immediate Attention,Way Before Time,On Time,Risk,Preparation time,,
OD0277,Marathahalli,Butter Chicken,945,Weekday,Noon,Non-Peak Time,58,2,22,15,2,10,286.67%,0.00%,120.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1616,Whitefield,Idli,65,Weekend,Morning,Peak time,13,2,54,15,2,15,-13.33%,0.00%,260.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1879,Marathahalli,Chicken Tikka,355,Weekday,Noon,Non-Peak Time,17,2,29,10,2,10,70.00%,0.00%,190.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0208,Whitefield,Pizza,1350,Weekend,Evening,Non-Peak Time,40,2,12,26,2,15,53.85%,0.00%,-20.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0684,Marathahalli,Poha,225,Weekend,Morning,Peak time,44,2,22,15,2,10,193.33%,0.00%,120.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0816,MG Road,Ghee Upma,198,Weekday,Night,Peak time,37,2,23,18,2,20,105.56%,0.00%,15.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0133,HSR Layout,Aloo Paratha,110,Weekend,Morning,Peak time,59,2,25,10,2,20,490.00%,0.00%,25.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0403,BTM Layout,Idli,130,Weekday,Morning,Peak time,74,2,19,15,2,15,393.33%,0.00%,26.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0134,HSR Layout,Masala Dosa,600,Weekend,Morning,Peak time,17,1,76,12,2,20,41.67%,-50.00%,280.00%,Delayed,Way Before Time,Immediate Attention,Risk,Delivery Time,,
OD0817,BTM Layout,Chole Bhature,400,Weekday,Morning,Peak time,38,13,13,22,2,15,72.73%,550.00%,-13.33%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD1617,Malleswaram,Paneer Paratha,640,Weekend,Morning,Non-Peak Time,45,2,11,18,2,10,150.00%,0.00%,10.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1943,Koramangala,Veg Biryani,580,Weekend,Night,Peak time,41,2,17,25,2,10,64.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0950,Koramangala,Masala Dosa,240,Weekday,Morning,Non-Peak Time,22,2,25,12,2,10,83.33%,0.00%,150.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD2007,Malleswaram,Masala Dosa,120,Weekend,Morning,Non-Peak Time,18,2,15,12,2,10,50.00%,0.00%,50.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time","Preparation time,Delivery Time",,
OD0818,Brigade Road,Noodles,250,Weekday,Night,Peak time,43,2,17,10,2,22,330.00%,0.00%,-22.73%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0617,Koramangala,Butter Naan,160,Weekend,Evening,Peak time,28,2,22,10,2,10,180.00%,0.00%,120.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1007,Marathahalli,Chicken Tikka,355,Weekend,Noon,Non-Peak Time,11,2,21,10,2,10,10.00%,0.00%,110.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0135,Jayanagar,Chole Bhature,400,Weekend,Morning,Peak time,42,2,54,22,2,12,90.91%,0.00%,350.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1880,HSR Layout,Veg Biryani,580,Weekday,Night,Peak time,59,2,26,25,2,20,136.00%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1489,Jayanagar,Hakka Noodles,260,Weekend,Noon,Non-Peak Time,24,2,11,16,2,12,50.00%,0.00%,-8.33%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD1140,Malleswaram,Sushi,350,Weekend,Night,Peak time,56,4,13,26,2,10,115.38%,100.00%,30.00%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Preparation time,,
OD0334,Indiranagar,Butter Naan,160,Weekday,Noon,Non-Peak Time,13,2,18,10,2,15,30.00%,0.00%,20.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Preparation time,,
OD0552,Malleswaram,Burger,210,Weekend,Night,Non-Peak Time,44,2,10,16,2,10,175.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD1884,Brigade Road,Poha,150,Weekday,Morning,Peak time,51,2,19,15,2,22,240.00%,0.00%,-13.64%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1680,Marathahalli,Fish Curry,190,Weekday,Night,Non-Peak Time,32,2,14,15,2,10,113.33%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1944,Whitefield,Butter Chicken,945,Weekend,Night,Non-Peak Time,24,2,19,15,2,15,60.00%,0.00%,26.67%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1490,Marathahalli,Pizza,1350,Weekend,Evening,Peak time,38,2,24,26,2,10,46.15%,0.00%,140.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1885,Indiranagar,Chicken Biryani,700,Weekday,Evening,Peak time,52,2,31,30,2,15,73.33%,0.00%,106.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1211,Koramangala,Veg Biryani,580,Weekday,Night,Peak time,20,15,34,25,2,10,-20.00%,650.00%,240.00%,Way Before Time,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD0405,Jayanagar,Aloo Paratha,110,Weekday,Morning,Non-Peak Time,56,2,15,10,2,12,460.00%,0.00%,25.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD2047,Whitefield,Noodles,250,Weekend,Night,Non-Peak Time,10,2,35,10,2,15,0.00%,0.00%,133.33%,On Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD0407,Jayanagar,Noodles,250,Weekday,Evening,Non-Peak Time,57,2,20,10,2,12,470.00%,0.00%,66.67%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1212,Whitefield,Samosa,100,Weekday,Evening,Non-Peak Time,42,2,14,10,2,15,320.00%,0.00%,-6.67%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD1886,MG Road,Sushi,350,Weekday,Noon,Non-Peak Time,52,3,10,26,2,20,100.00%,50.00%,-50.00%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD0892,Marathahalli,Chicken Biryani,700,Weekday,Night,Peak time,55,2,46,30,2,10,83.33%,0.00%,360.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0821,Marathahalli,Idli,130,Weekday,Morning,Peak time,49,2,51,15,2,10,226.67%,0.00%,410.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD2072,Malleswaram,Paneer Paratha,960,Weekday,Morning,Peak time,35,2,26,18,2,10,94.44%,0.00%,160.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1142,Koramangala,Samosa,100,Weekend,Noon,Non-Peak Time,14,2,18,10,2,10,40.00%,0.00%,80.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0618,Jayanagar,Masala Dosa,240,Weekend,Morning,Peak time,57,2,47,12,2,12,375.00%,0.00%,291.67%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1263,HSR Layout,Idli,65,Weekday,Morning,Peak time,71,2,19,15,2,20,373.33%,0.00%,-5.00%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD1421,Koramangala,Masala Dosa,120,Weekday,Night,Non-Peak Time,15,2,13,12,2,10,25.00%,0.00%,30.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Delivery Time,,
OD2010,Jayanagar,Samosa,100,Weekend,Night,Non-Peak Time,51,1,13,10,2,12,410.00%,-50.00%,8.33%,Immediate Attention,Way Before Time,Slight Delay,Risk,Preparation time,,
OD0482,BTM Layout,Poha,150,Weekday,Morning,Peak time,15,2,39,15,2,15,0.00%,0.00%,160.00%,On Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD0553,Marathahalli,Poha,75,Weekend,Morning,Non-Peak Time,52,3,29,15,2,10,246.67%,50.00%,190.00%,Immediate Attention,Delayed,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0212,BTM Layout,Ghee Upma,99,Weekend,Morning,Non-Peak Time,34,2,12,18,2,15,88.89%,0.00%,-20.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0483,Indiranagar,Idli,130,Weekday,Morning,Peak time,25,3,72,15,2,15,66.67%,50.00%,380.00%,Delayed,Delayed,Immediate Attention,Risk,Delivery Time,,
OD1143,Koramangala,Hakka Noodles,260,Weekend,Night,Peak time,22,2,25,16,2,10,37.50%,0.00%,150.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0554,Brigade Road,Puri Bhaji,300,Weekend,Morning,Peak time,54,2,18,15,2,22,260.00%,0.00%,-18.18%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0619,Brigade Road,Chicken Tikka,355,Weekend,Night,Peak time,23,2,31,10,2,22,130.00%,0.00%,40.91%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1814,Whitefield,Mutton Biryani,780,Weekday,Evening,Non-Peak Time,60,1,14,35,2,15,71.43%,-50.00%,-6.67%,Delayed,Way Before Time,Before Time,Preparation time,Preparation time,,
OD0686,Jayanagar,Butter Naan,160,Weekend,Noon,Non-Peak Time,24,2,20,10,2,12,140.00%,0.00%,66.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1009,Koramangala,Fish Curry,190,Weekend,Night,Non-Peak Time,24,3,10,15,2,10,60.00%,50.00%,0.00%,Delayed,Delayed,On Time,"Preparation time,Assign Time",Preparation time,,
OD0484,Indiranagar,Fried Rice,500,Weekday,Noon,Non-Peak Time,57,2,11,20,2,15,185.00%,0.00%,-26.67%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0053,Jayanagar,Fish Curry,190,Weekend,Night,Non-Peak Time,37,4,10,15,2,12,146.67%,100.00%,-16.67%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD1815,Malleswaram,Idli,65,Weekday,Morning,Non-Peak Time,15,5,16,15,2,10,0.00%,150.00%,60.00%,On Time,Immediate Attention,Delayed,Risk,Assign Time,,
OD1010,MG Road,Noodles,250,Weekend,Noon,Non-Peak Time,25,3,14,10,2,20,150.00%,50.00%,-30.00%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD1816,Whitefield,Poha,150,Weekday,Morning,Peak time,40,2,19,15,2,15,166.67%,0.00%,26.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0555,Whitefield,Chicken Biryani,700,Weekend,Night,Peak time,53,17,11,30,2,15,76.67%,750.00%,-26.67%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD2073,Jayanagar,Tandoori Chicken,720,Weekend,Night,Peak time,30,2,57,28,2,12,7.14%,0.00%,375.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0409,Brigade Road,Aloo Paratha,330,Weekday,Morning,Peak time,57,2,45,10,2,22,470.00%,0.00%,104.55%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0751,Malleswaram,Mutton Biryani,780,Weekday,Night,Non-Peak Time,55,2,12,35,2,10,57.14%,0.00%,20.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0752,Marathahalli,Chicken Biryani,700,Weekday,Night,Peak time,21,10,33,30,2,10,-30.00%,400.00%,230.00%,Way Before Time,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1817,Malleswaram,Veg Biryani,580,Weekday,Noon,Non-Peak Time,37,2,14,25,2,10,48.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0556,Indiranagar,Hakka Noodles,260,Weekend,Noon,Non-Peak Time,14,1,25,16,2,15,-12.50%,-50.00%,66.67%,Way Before Time,Way Before Time,Delayed,Delivery Time,Delivery Time,,
OD1075,MG Road,Masala Dosa,240,Weekend,Morning,Non-Peak Time,20,3,17,12,2,20,66.67%,50.00%,-15.00%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD0335,BTM Layout,Chole Bhature,1000,Weekday,Morning,Peak time,73,2,14,22,2,15,231.82%,0.00%,-6.67%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD1818,HSR Layout,Butter Naan,160,Weekday,Night,Non-Peak Time,25,2,15,10,2,20,150.00%,0.00%,-25.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0620,BTM Layout,Pasta,500,Weekend,Night,Non-Peak Time,40,3,11,29,2,15,37.93%,50.00%,-26.67%,Slight Delay,Delayed,Way Before Time,Assign Time,Assign Time,,
OD1264,Jayanagar,Paneer Paratha,640,Weekday,Morning,Peak time,30,2,44,18,2,12,66.67%,0.00%,266.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0281,Koramangala,Sushi,1400,Weekday,Evening,Non-Peak Time,63,6,15,26,2,10,142.31%,200.00%,50.00%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD0336,Koramangala,Idli,130,Weekday,Morning,Non-Peak Time,41,2,11,15,2,10,173.33%,0.00%,10.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1076,HSR Layout,Samosa,100,Weekend,Night,Peak time,28,2,43,10,2,20,180.00%,0.00%,115.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1491,Koramangala,Fish Curry,190,Weekend,Noon,Non-Peak Time,49,2,11,15,2,10,226.67%,0.00%,10.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0557,Indiranagar,Idli,65,Weekend,Morning,Non-Peak Time,22,3,15,15,2,15,46.67%,50.00%,0.00%,Delayed,Delayed,On Time,"Preparation time,Assign Time",Assign Time,,
OD0689,Koramangala,Pav Bhaji,300,Weekend,Night,Peak time,21,13,28,20,2,10,5.00%,550.00%,180.00%,Slight Delay,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1077,Koramangala,Sushi,350,Weekend,Night,Peak time,21,13,28,26,2,10,-19.23%,550.00%,180.00%,Way Before Time,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD0690,Whitefield,Paneer Paratha,320,Weekend,Morning,Peak time,44,1,31,18,2,15,144.44%,-50.00%,106.67%,Delayed,Way Before Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1213,Indiranagar,Hakka Noodles,260,Weekday,Night,Non-Peak Time,19,2,19,16,2,15,18.75%,0.00%,26.67%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Delivery Time,,
OD1947,Marathahalli,Ghee Upma,297,Weekend,Morning,Peak time,58,2,49,18,2,10,222.22%,0.00%,390.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0057,Marathahalli,Pizza,450,Weekend,Evening,Non-Peak Time,23,2,25,26,2,10,-11.54%,0.00%,150.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD2012,Whitefield,Masala Dosa,120,Weekend,Evening,Non-Peak Time,38,2,20,12,2,15,216.67%,0.00%,33.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0486,Koramangala,Idli,65,Weekday,Morning,Peak time,47,2,13,15,2,10,213.33%,0.00%,30.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1553,Marathahalli,Tandoori Chicken,1080,Weekend,Night,Peak time,56,4,19,28,2,10,100.00%,100.00%,90.00%,Delayed,Delayed,Delayed,"Preparation time,Assign Time,Delivery Time","Preparation time,Assign Time",,
OD1753,Indiranagar,Fried Rice,500,Weekday,Noon,Non-Peak Time,34,2,14,20,2,15,70.00%,0.00%,-6.67%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD1426,Whitefield,Paneer Tikka,180,Weekday,Noon,Non-Peak Time,50,2,11,21,2,15,138.10%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0487,Marathahalli,Masala Dosa,120,Weekday,Night,Peak time,43,2,18,12,2,10,258.33%,0.00%,80.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1147,Koramangala,Idli,130,Weekend,Morning,Peak time,62,2,21,15,2,10,313.33%,0.00%,110.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1148,Jayanagar,Samosa,60,Weekend,Evening,Non-Peak Time,36,2,13,10,2,12,260.00%,0.00%,8.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0954,Marathahalli,Burger,210,Weekday,Noon,Non-Peak Time,41,3,23,16,2,10,156.25%,50.00%,130.00%,Immediate Attention,Delayed,Delayed,Risk,Preparation time,,
OD0488,Indiranagar,Butter Naan,160,Weekday,Night,Non-Peak Time,19,2,19,10,2,15,90.00%,0.00%,26.67%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1427,Koramangala,Poha,150,Weekday,Morning,Peak time,23,2,25,15,2,10,53.33%,0.00%,150.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0824,Whitefield,Butter Naan,160,Weekday,Night,Non-Peak Time,43,2,13,10,2,15,330.00%,0.00%,-13.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1428,BTM Layout,Masala Dosa,240,Weekday,Morning,Peak time,25,2,26,12,2,15,108.33%,0.00%,73.33%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0558,Koramangala,Butter Chicken,945,Weekend,Evening,Non-Peak Time,17,2,14,15,2,10,13.33%,0.00%,40.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0282,Jayanagar,Burger,210,Weekday,Night,Non-Peak Time,34,2,14,16,2,12,112.50%,0.00%,16.67%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1819,Marathahalli,Mutton Biryani,780,Weekend,Noon,Non-Peak Time,59,2,30,35,2,10,68.57%,0.00%,200.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1555,Indiranagar,Butter Chicken,945,Weekend,Night,Non-Peak Time,45,4,10,15,2,15,200.00%,100.00%,-33.33%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD1013,Koramangala,Aloo Paratha,110,Weekend,Morning,Peak time,27,2,25,10,2,10,170.00%,0.00%,150.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1618,Whitefield,Hakka Noodles,260,Weekend,Noon,Non-Peak Time,41,2,10,16,2,15,156.25%,0.00%,-33.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1214,Indiranagar,Veg Biryani,580,Weekday,Night,Peak time,41,16,10,25,2,15,64.00%,700.00%,-33.33%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD1556,Jayanagar,Hakka Noodles,260,Weekend,Noon,Non-Peak Time,52,2,13,16,2,12,225.00%,0.00%,8.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0825,Brigade Road,Burger,420,Weekday,Evening,Non-Peak Time,38,3,12,16,2,22,137.50%,50.00%,-45.45%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD0955,Whitefield,Masala Dosa,120,Weekday,Night,Peak time,26,2,37,12,2,15,116.67%,0.00%,146.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1150,Jayanagar,Idli,130,Weekend,Morning,Non-Peak Time,52,2,17,15,2,12,246.67%,0.00%,41.67%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1079,Brigade Road,Burger,210,Weekend,Night,Peak time,46,5,12,16,2,22,187.50%,150.00%,-45.45%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD1754,Malleswaram,Sushi,1050,Weekday,Evening,Non-Peak Time,41,2,13,26,2,10,57.69%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1820,Jayanagar,Pav Bhaji,450,Weekend,Evening,Peak time,12,2,60,20,2,12,-40.00%,0.00%,400.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD0283,Jayanagar,Poha,300,Weekday,Morning,Non-Peak Time,23,2,14,15,2,12,53.33%,0.00%,16.67%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD2077,Indiranagar,Ghee Upma,396,Weekend,Morning,Peak time,38,16,13,18,2,15,111.11%,700.00%,-13.33%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD1014,Jayanagar,Butter Naan,160,Weekend,Noon,Non-Peak Time,25,2,12,10,2,12,150.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0137,Whitefield,Masala Dosa,120,Weekend,Morning,Peak time,26,13,41,12,2,15,116.67%,550.00%,173.33%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD0560,Koramangala,Idli,65,Weekend,Morning,Non-Peak Time,18,2,20,15,2,10,20.00%,0.00%,100.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0284,Koramangala,Noodles,250,Weekday,Noon,Non-Peak Time,61,2,10,10,2,10,510.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD1620,Whitefield,Noodles,250,Weekend,Evening,Peak time,22,2,52,10,2,15,120.00%,0.00%,246.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0060,BTM Layout,Chole Bhature,400,Weekend,Morning,Peak time,30,2,36,22,2,15,36.36%,0.00%,140.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0561,MG Road,Chicken Curry,650,Weekend,Night,Peak time,53,2,15,20,2,20,165.00%,0.00%,-25.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
